20	50
1304.82	1079.3	1324.95	944.251	951.154	1184.38	1346.16	1352.7	867.663	495.166	499.824	1313.81	911.143	663.19	885.343	834.423	1377.55	981.054	608.271	962.23	
146.237	91.4341	150.965	84.7318	71.4908	115.841	147.171	143.044	59.2443	15.8381	20.7368	138.157	67.3457	39.4054	67.7776	53.281	155.512	92.411	30.3384	84.8606	
9.25664	16.8732	26.1087	37.5778	38.0091	1.50571	19.9723	29.7517	30.5339	19.783	36.2828	42.8864	11.7055	7.26445	18.0523	41.6649	20.554	46.4433	27.4652	20.8348	16.969	46.7014	18.933	22.9504	19.6055	0.574525	41.8444	36.3313	40.6969	5.57347	6.96943	45.3502	39.9143	4.13713	15.2201	36.2938	24.5846	27.1348	3.66816	7.3711	23.758	46.5203	41.3104	38.0344	44.9688	1.70588	21.7795	41.3703	7.57521	38.0715	
5.56486	9.06569	4.45786	11.4833	5.22245	7.66397	8.29178	5.54668	5.2752	2.58245	5.7149	4.98567	6.25577	7.95977	8.01339	6.09166	6.7423	3.98516	10.2672	1.22314	10.8248	8.72615	10.2099	6.92013	3.41706	4.57735	8.00883	4.86435	3.4403	2.6587	8.82433	5.57536	5.30067	3.1954	3.48061	5.76511	10.0867	8.88603	3.39617	8.78029	9.21921	6.69793	8.72309	3.69574	6.85256	8.65026	8.20215	10.9402	8.25738	2.99616	
5.59529	10.8507	2.95381	10.2631	5.52918	5.07371	6.49753	8.24683	3.52419	5.62496	3.22723	2.67646	3.52803	8.71711	6.68817	7.60883	8.37632	3.45241	9.82358	2.49516	9.914	8.52652	9.02617	4.96255	5.79339	1.99828	5.75795	6.94478	6.28458	6.27269	7.86805	8.33351	2.94981	6.67312	4.89769	6.33281	9.36289	10.3285	1.71323	8.54942	7.59354	8.17108	10.3916	0.774986	4.77055	9.65776	7.77481	9.93728	6.35164	1.41177	
4.92056	0.945338	7.6375	7.87519	4.75332	9.3908	7.89528	3.91376	7.71065	6.21706	8.78091	8.52805	9.26483	2.2754	6.85877	2.48293	1.75884	6.75466	5.46167	9.19893	6.80351	4.47607	7.16392	7.97511	5.10137	8.91308	8.78224	3.6529	5.4	7.75358	6.20144	4.03768	8.56569	6.89949	5.29078	3.95265	6.0439	0.490019	8.40354	4.55429	7.80243	1.89434	0.406964	9.42369	8.19704	1.51962	4.95968	7.07613	8.12277	8.64937	
5.68234	1.37766	8.14012	9.465	5.39421	10.3439	9.08039	2.79761	8.37268	5.57736	9.45092	9.08267	9.98921	3.71076	8.07796	2.80928	2.09785	7.16584	7.08168	8.95363	8.39887	5.96739	8.67232	8.92463	4.68366	9.36123	9.84722	3.30883	4.70405	6.84211	7.59593	2.86897	9.17651	5.93469	5.3129	4.6948	7.61266	2.11282	8.65917	6.04937	9.13413	2.45486	1.47766	9.65845	9.11751	3.15776	6.33373	8.66582	9.28382	8.81219	
3.79135	7.7286	4.99824	2.47337	4.25262	3.89286	1.75349	8.58971	4.31684	8.48782	4.79973	5.18137	4.84599	4.545	1.14753	5.93257	6.31912	5.09377	2.57443	8.83704	2.12057	2.41986	1.20187	3.03131	7.39458	5.86087	2.94207	6.9451	8.26264	10.2872	0.617354	8.76293	4.94956	9.89414	6.17719	4.28509	1.81169	6.67378	6.39245	2.35608	1.04438	5.93479	7.21084	7.07121	3.28848	5.40726	1.86751	2.10871	2.0238	6.90412	
4.60407	7.39406	4.43433	10.6763	4.18545	7.71775	7.89427	3.86384	5.18695	0.94309	5.90624	5.21002	6.5044	6.54279	7.41485	4.52556	5.12757	3.63644	9.18421	2.72286	9.9083	7.61106	9.43166	6.71192	1.75767	5.00668	7.85826	3.20877	1.75571	2.04965	8.01194	3.90285	5.48846	2.06593	2.2415	4.55094	9.12017	7.27088	3.83891	7.67466	8.6869	5.1219	7.07049	4.50602	6.71188	7.14007	7.20381	10.0581	7.91643	3.6334	
4.98766	1.55826	7.45567	8.94232	4.69945	9.65233	8.41399	2.55133	7.67954	5.1315	8.7581	8.39563	9.29496	3.15371	7.4197	2.1163	1.40423	6.48745	6.59473	8.40004	7.88404	5.40244	8.10171	8.23384	4.15239	8.68326	9.16432	2.73288	4.27176	6.52033	6.98325	2.65866	8.48617	5.6343	4.68031	4.0008	7.08136	1.91756	8.00288	5.48557	8.49806	1.76663	1.40181	9.00732	8.42514	2.74307	5.72085	8.14555	8.61337	8.17051	
6.09995	7.66542	6.16909	12.1555	5.65033	9.45222	9.56634	3.6649	6.91994	1.41441	7.63544	6.93372	8.23067	7.51604	9.02692	5.30939	5.73583	5.35871	10.4822	3.84476	11.3254	8.90849	10.9388	8.42846	2.64364	6.69863	9.57784	3.82859	1.98239	0.448341	9.51689	3.62447	7.2166	0.627972	3.70606	5.85646	10.5116	7.7857	5.51275	8.97912	10.3115	5.84283	7.44906	6.08192	8.43642	7.92717	8.60357	11.4965	9.60223	5.25111	
2.77029	8.0186	1.14473	8.1952	2.65068	4.43281	4.87444	5.89185	1.91982	3.92418	2.63705	1.97702	3.24436	5.83573	4.64774	4.78411	5.55585	0.663878	7.29558	3.11389	7.63883	5.86898	6.91754	3.52553	3.52475	1.97487	4.64395	4.34965	4.26525	5.31732	5.58577	6.01226	2.22726	5.31102	2.2831	3.44471	6.97025	7.45087	1.20406	5.90474	5.81846	5.32341	7.54348	2.22438	3.48456	6.76664	5.19654	7.71985	4.8416	1.51671	
2.26866	8.1013	1.08391	6.38127	2.50595	2.73192	2.89881	6.95453	0.559589	5.6083	1.59447	1.50946	2.09243	5.33254	2.78345	5.09301	5.81391	1.49266	5.85089	4.99798	5.94942	4.63448	5.11612	1.58429	4.89052	2.11613	2.73225	5.23338	5.74234	7.17726	3.89217	7.10293	1.43541	7.04908	3.48866	3.25144	5.37842	7.31715	2.47806	4.64651	3.87596	5.48825	7.57767	3.21048	1.60085	6.36012	3.84218	5.98996	2.86255	2.99086	
3.34466	6.30148	5.34712	2.87924	3.74209	5.07542	3.03426	7.56864	4.82616	7.92159	5.55516	5.77132	5.74318	3.1634	2.08263	4.83981	5.10795	5.15032	1.53131	8.88804	1.98972	0.946798	1.83605	3.94582	6.73457	6.42029	4.18799	6.0367	7.55872	9.76326	0.891888	7.7424	5.60237	9.25773	5.69146	3.49828	1.19748	5.23333	6.69913	0.877168	2.52852	4.7348	5.79429	7.5208	4.21918	3.95998	0.733135	2.1673	3.30793	7.17944	
3.38755	8.18084	1.95121	9.03011	3.17104	5.22826	5.74645	5.62858	2.75753	3.32319	3.35167	2.64241	3.94087	6.28476	5.50372	4.94633	5.70683	1.4744	8.02945	2.31207	8.44134	6.55763	7.75235	4.38585	3.18143	2.44265	5.49276	4.24979	3.80406	4.55256	6.40052	5.72994	2.93114	4.63743	2.19808	3.90006	7.74908	7.71594	1.32707	6.59975	6.68634	5.52474	7.736	2.20753	4.33303	7.1554	5.93028	8.53324	5.71218	1.31803	
2.82519	3.24069	5.63889	6.06873	2.79048	7.1118	5.6086	4.46555	5.58706	5.68724	6.63299	6.4644	7.07886	0.495496	4.57872	1.79614	1.81945	4.87659	3.83939	7.91932	5.03496	2.48478	5.16351	5.70255	4.42959	6.92464	6.48742	3.2576	5.06267	7.47634	4.03603	4.63411	6.46055	6.77465	4.00066	1.97944	4.20711	2.31437	6.60463	2.56891	5.58151	1.47805	2.70248	7.61192	5.93232	1.3515	2.77343	5.28262	5.83201	6.93443	
4.69942	8.93945	3.22811	10.4317	4.42491	6.40195	7.10831	5.83835	4.0462	3.05211	4.44913	3.72001	4.98922	7.4062	6.90147	5.78918	6.50868	2.87613	9.38497	0.986152	9.83454	7.88629	9.15402	5.69962	3.45075	3.31612	6.77041	4.791	3.78228	3.72326	7.79884	5.90303	4.03584	4.06531	2.99524	5.07977	9.13189	8.61122	2.13022	7.93278	8.0713	6.39324	8.54121	2.51563	5.61884	8.20113	7.2914	9.93034	7.0586	1.74831	
4.57383	8.29525	3.64987	10.5126	4.23187	6.9192	7.39737	5.024	4.45541	2.18602	5.0138	4.2909	5.58643	7.01551	7.07087	5.22793	5.91189	3.06608	9.27587	1.57339	9.84129	7.73545	9.24167	6.07449	2.69991	3.98024	7.18896	4.10253	2.94223	2.95006	7.84938	5.07975	4.59321	3.21621	2.53082	4.78681	9.09897	8.04423	2.78288	7.78934	8.29459	5.83616	7.92391	3.32482	6.02908	7.73969	7.21181	9.96003	7.37852	2.49156	
