10	30
588.781	1113.11	851.415	1342.02	882.503	1262.15	1132.17	569.319	1321.46	881.009	
29.5245	107.125	53.6752	148.823	68.2905	132.262	106.61	23.5688	155.602	76.0527	
49.7158	19.6091	6.55257	9.81587	20.1387	51.1482	29.0354	30.6207	34.1479	7.8939	15.0848	55.071	18.3089	5.83449	30.6656	29.5387	9.60909	44.2104	9.95562	9.56694	53.021	49.9269	49.8726	19.425	8.92199	48.8163	0.330831	6.51435	7.81855	20.1078	
2.75932	3.49721	1.9252	3.56649	2.40137	2.00936	5.27963	4.06816	4.60438	2.49207	3.54486	1.3705	3.98338	6.79138	7.35323	3.61689	1.41784	2.43296	4.70117	1.61043	3.26426	6.5686	6.07001	6.14775	2.35885	4.0914	3.22331	3.31767	2.13888	3.63232	
6.51877	8.97433	7.48007	4.50132	8.21285	7.21102	3.67773	9.97291	6.18302	5.30055	8.73112	7.2023	9.5344	5.47468	8.58296	2.38463	4.94518	6.97427	7.39078	5.0711	9.11229	4.40988	9.15251	9.49134	3.93453	2.04186	7.55417	7.29738	7.16343	9.53789	
3.86109	3.479	3.06717	4.17507	2.76589	3.19985	4.23654	4.56758	3.42215	3.34587	3.30977	1.84287	4.03299	5.63478	6.21497	3.12386	2.06411	1.73002	3.63926	0.518923	4.17161	5.48543	5.14908	5.28868	2.62207	3.51134	4.4067	2.46612	3.33316	4.14357	
3.42775	7.56823	4.93844	1.18197	6.44854	4.51818	5.50677	7.96782	6.8302	2.29111	7.56074	5.43588	8.05921	7.51328	9.68851	2.66327	2.67648	6.10684	7.61855	4.21672	6.67106	6.70702	9.3182	9.52959	1.76774	3.01136	4.46134	6.79536	4.3962	7.54465	
4.46606	8.2389	5.87617	2.22839	7.20239	5.48711	5.13056	8.80341	6.86905	3.30348	8.16448	6.17155	8.7554	7.12936	9.63993	2.46911	3.47347	6.59137	7.8065	4.62283	7.6019	6.22162	9.55477	9.80747	2.44559	2.64802	5.50338	7.18667	5.38073	8.37331	
5.07705	6.91241	5.65106	3.56522	6.17402	5.46183	2.75237	7.95006	4.53917	3.904	6.67489	5.17665	7.47265	4.76171	7.23538	0.346025	3.18436	4.92833	5.60566	3.00932	7.20243	3.95048	7.37866	7.67868	2.34057	0.254389	6.05606	5.30729	5.45546	7.5169	
2.43461	4.6011	2.53748	2.56012	3.51251	2.37224	4.92343	5.13733	4.89258	1.70922	4.61022	2.48488	5.09543	6.6539	7.76171	2.77358	0.411616	3.29433	5.27077	1.76677	4.1356	6.25092	6.80181	6.93497	1.24568	3.28536	3.2146	4.1004	2.39712	4.70356	
5.81216	0.437766	3.79266	7.31212	1.5293	4.32937	7.48896	1.61852	5.27325	6.10114	0.994084	2.47136	0.16094	8.18888	6.88254	7.00264	5.23041	2.60591	4.34094	4.31784	2.99104	8.48617	4.52166	4.30501	6.16955	7.36906	5.60911	2.89287	4.56036	1.51127	
3.71725	5.56221	4.07748	2.80282	4.69566	3.9129	3.59504	6.43947	4.32525	2.65482	5.41227	3.67427	6.10644	5.47968	7.21205	1.23514	1.67421	3.77237	5.07938	1.79142	5.62518	4.91853	6.78957	7.01578	1.14391	1.74068	4.62921	4.35148	3.92394	6.00396	
3.24411	8.0122	5.04203	1.02481	6.813	4.56037	6.45222	8.20171	7.69103	2.32037	8.07108	5.84073	8.47045	8.45806	10.5681	3.60504	3.11584	6.73539	8.41244	4.93405	6.75545	7.65172	10.0779	10.2652	2.42063	3.9571	4.2141	7.48108	4.39974	7.7936	
0.75	0.75
