10	20
970.387	709.451	1189.02	990.142	890.72	1091.51	1405.48	783.474	486.634	855.805	
82.5656	36.8672	110.302	90.2932	78.0266	97.4063	151.898	52.4603	17.3424	61.1434	
32.5093	57.5907	22.7989	63.7675	3.7833	47.6231	25.3742	38.0365	66.8542	19.6602	29.9293	12.3606	6.35534	47.8915	50.6713	31.0497	11.9743	63.1782	6.39771	10.7816	
9.69131	5.91808	3.12135	6.73613	6.14924	3.20681	6.98096	9.27744	1.05109	6.92114	3.69228	6.18343	7.12446	5.42028	3.25767	9.28734	3.18154	5.95303	10.7288	10.9851	
5.00975	5.62484	7.03391	8.37063	1.27003	3.65219	1.61433	3.64815	6.1484	7.281	5.38759	3.56641	7.1544	6.37513	7.17247	6.44599	3.98027	5.47439	6.20061	5.78286	
3.26241	2.21249	5.7332	3.89925	4.96509	5.96042	4.55017	4.38462	7.01729	2.42965	4.39683	2.73961	2.09505	3.10364	5.73096	1.33881	7.48933	2.14024	3.60116	4.49217	
4.81439	6.23665	7.91644	9.02207	2.002	4.60425	1.9104	3.27421	7.09982	7.84686	6.22843	4.09502	7.68715	7.06839	8.05005	6.56793	4.89552	6.07682	5.95854	5.38095	
7.10727	3.91692	5.59087	1.96115	8.20871	7.9516	8.0724	8.29181	7.74834	2.23323	5.44104	5.90634	2.31338	3.58955	5.47902	4.74016	9.48954	4.04382	7.16516	8.21071	
2.51792	2.41651	5.92187	4.60006	4.2065	5.56141	3.71117	3.49769	6.91942	3.12998	4.39276	2.13916	2.82412	3.45466	5.94534	1.39042	7.03306	2.28941	3.08973	3.83062	
3.7365	3.69362	7.06971	4.50388	6.49044	7.61372	5.96388	5.23149	8.56232	3.22943	5.91932	4.35625	2.8945	4.38155	7.0411	1.28814	9.14465	3.66174	3.51518	4.62343	
7.45382	7.79004	8.36046	10.3992	3.60143	4.59303	4.12901	5.96457	6.8338	9.47588	6.99905	5.90896	9.39706	8.36721	8.52034	8.95841	3.96406	7.65854	8.62264	8.07816	
9.64584	5.47159	2.24918	5.87453	6.51359	3.67542	7.26645	9.42658	1.18178	6.24537	3.30465	6.13146	6.48559	4.80509	2.35514	8.95602	4.05035	5.53668	10.6093	10.981	
5.42046	5.5849	6.71905	8.27935	1.30714	3.21283	1.92482	4.12969	5.70436	7.2621	5.13397	3.62533	7.16051	6.2609	6.86365	6.70535	3.44314	5.44348	6.61982	6.25709	
0.75	0.75
