10	20
657.921	882.694	1156.46	1395.35	1148.83	1180.65	1091.47	1106.37	658.532	649.556	
34.0596	71.4112	129.648	156.109	112.516	127.084	105.311	109.196	28.907	29.7194	
36.6874	58.0375	11.5797	3.96163	26.6972	7.10124	37.2093	44.42	59.8774	46.1929	22.7562	46.2852	28.6346	36.5351	52.9289	17.8144	0.509057	55.4495	29.3484	23.661	
9.4442	3.40687	0.750191	3.04974	8.17956	4.935	5.53076	5.3646	2.1848	3.61395	4.62049	8.35221	2.86822	3.27586	0.947539	3.1729	3.56539	9.98824	1.42867	6.39899	
8.90986	2.80347	2.2601	4.01683	7.40039	4.47932	6.98153	6.658	3.36126	2.16517	4.69406	9.34611	1.55711	1.7888	2.43969	3.96665	2.59357	10.8462	0.102995	7.54984	
0.678999	5.96976	9.62515	7.62251	2.41139	4.30737	10.8606	9.40669	8.34384	7.74669	4.86486	8.55223	7.5624	8.08769	9.30585	7.13872	6.31853	8.42811	8.74443	8.81829	
6.32521	7.05421	8.63199	5.73507	7.28416	5.96098	7.09303	5.5814	6.71306	9.50463	4.71757	3.16501	8.8362	9.61463	8.17295	5.4991	7.88163	2.79601	9.10188	4.38923	
5.39361	2.15581	4.71891	2.68698	4.75759	1.59895	6.31576	5.08572	3.33382	4.60494	0.2075	6.04794	3.93841	4.7123	4.35555	2.19195	3.00356	7.06913	4.42255	5.09618	
8.20551	3.94387	3.27704	0.516524	7.68549	4.39715	3.42616	2.41835	1.33183	5.83638	3.00602	4.8703	4.97243	5.71352	2.81003	0.848177	4.71641	6.50563	4.41829	3.04666	
5.612	5.47517	7.22747	4.38553	6.18324	4.44038	6.43404	4.89532	5.35854	7.92568	3.13823	3.62922	7.25571	8.03387	6.77877	4.08439	6.30696	4.00625	7.55655	3.99716	
2.77976	5.94554	9.01716	6.57349	4.07074	4.33351	9.35623	7.84136	7.43586	8.14757	4.12281	6.54407	7.74474	8.40647	8.63134	6.13494	6.54163	6.32903	8.61321	7.06198	
9.92055	4.85789	2.24284	1.88484	9.18589	5.78882	2.72893	2.67799	1.32013	6.10193	4.65844	6.05956	5.25019	5.85227	1.87593	2.36575	5.43699	7.87079	4.15171	3.9166	
9.96899	6.54751	5.17445	3.12019	9.84341	6.78058	1.66994	0.296105	3.56335	8.42963	5.20478	3.33424	7.56054	8.27897	4.75946	3.44506	7.3351	5.2362	6.82072	1.15472	
0.75	0.75
