15	30
755.232	453.95	1258.75	1375.91	422.889	1012.89	1328.95	1175.34	1218.1	683.477	1128.72	1320.9	1138.23	960.946	1142.99	
47.0376	14.3201	119.714	154.526	10.9347	90.0571	158.392	115.821	124.993	41.9477	117.497	147.15	96.3421	80.7476	101.361	
12.4273	50.4561	33.3973	51.0135	5.84714	14.7108	12.3035	19.6587	11.0045	41.8167	22.3247	50.4735	55.697	57.996	55.0176	19.1113	21.2796	12.4641	49.9289	25.3424	53.9447	1.7666	16.8674	28.2423	56.1834	23.046	45.405	50.4055	61.9763	54.7782	
0.374465	4.16662	7.90176	6.13487	2.56606	0.737027	2.20266	3.05602	4.61786	6.31527	2.89608	5.56766	2.85143	4.64726	0.804089	3.00991	5.52404	6.33907	7.85675	2.41963	4.52633	7.65053	3.84594	5.04157	2.57281	3.01179	4.72417	2.32924	3.8173	7.74201	
4.52412	7.49097	4.62402	5.02162	3.51863	4.89964	5.77753	2.00603	8.24045	2.20842	3.12224	8.48299	5.95511	6.48346	3.98303	2.73138	3.80831	4.15689	4.68932	3.86664	0.858949	4.56559	4.83476	0.789678	6.32104	6.65014	6.20087	5.00565	3.44216	4.12221	
4.50143	7.47163	4.63868	5.02048	3.50151	4.87705	5.7552	1.98713	8.2203	2.22922	3.10388	8.46559	5.9337	6.46901	3.96086	2.71636	3.80866	4.16178	4.70311	3.84882	0.860689	4.57856	4.81826	0.809646	6.29987	6.62795	6.18763	4.9844	3.42818	4.13944	
3.90165	3.63482	5.64785	2.54868	1.85292	3.91091	6.2946	5.42943	4.55553	5.68648	6.07195	3.98518	6.98146	1.64152	3.34777	2.30765	2.74765	3.54837	5.49452	1.78667	5.74093	5.25657	7.59947	5.68706	3.58868	7.01996	1.25516	6.41063	6.94595	5.93846	
1.42214	5.21452	7.85066	6.54461	3.07297	1.77199	2.03588	2.20646	5.6554	5.94398	1.86432	6.60765	2.43147	5.55637	1.56914	3.24477	5.76202	6.51618	7.83647	3.04689	3.83684	7.64817	2.86699	4.45196	3.61689	2.92274	5.57768	1.64299	2.77426	7.58116	
4.49781	5.93659	12.3926	10.4086	6.91454	4.30687	2.74896	6.7161	5.60794	10.6432	5.8706	7.32444	2.8831	7.83208	5.20299	7.48279	9.95373	10.7905	12.3487	6.66344	8.43713	12.1422	5.21702	9.11023	4.73186	1.9516	8.13976	3.75041	6.37162	12.2083	
2.26963	3.05209	6.50778	3.94626	1.0028	2.27423	4.66001	4.35271	3.88311	5.81689	4.77885	3.99637	5.35849	2.31291	1.76512	1.87866	3.71007	4.57439	6.3987	0.62992	5.10939	6.16691	6.15565	5.2773	2.32065	5.38196	2.27166	4.83218	5.70068	6.605	
3.57856	2.57883	6.70558	3.56	2.18985	3.48254	5.91006	5.75859	3.50021	6.60255	6.23022	2.99263	6.6518	0.877749	3.17657	2.91164	3.80364	4.60868	6.55394	1.93699	6.34312	6.31599	7.59854	6.39682	2.73186	6.55039	0.846443	6.20745	7.14827	6.97835	
3.24806	6.83808	9.52486	8.58895	5.16959	3.46528	1.67906	3.06252	7.07819	7.26119	1.9957	8.31152	1.21221	7.5613	3.6166	5.26486	7.72482	8.42511	9.54429	5.14647	4.74003	9.37833	1.24261	5.49503	5.18833	2.1745	7.62508	0.653096	2.29565	9.13215	
6.55428	7.79905	1.46657	2.30384	4.26064	6.79555	8.59971	5.59294	8.71055	2.60422	6.68235	8.15887	9.02323	5.76601	5.84946	3.56769	1.4609	0.825779	1.35407	4.59987	4.58252	1.12615	8.46021	3.97536	7.36675	9.47503	5.29035	8.15471	7.17992	1.78022	
3.18947	6.86722	9.18218	8.33586	4.96846	3.4432	1.91708	2.69056	7.15535	6.89131	1.6141	8.32476	1.55541	7.46569	3.48965	5.01071	7.44157	8.12556	9.20599	4.9709	4.35951	9.04344	1.07832	5.11669	5.21912	2.50035	7.50498	0.80253	1.9364	8.77658	
4.61584	8.39286	9.10141	8.91352	5.89252	4.93041	3.61121	2.64193	8.75541	6.52371	1.69087	9.81017	3.13535	8.69167	4.73763	5.69002	7.86442	8.42349	9.1677	5.99356	3.87345	9.0403	0.765549	4.64747	6.76324	4.1046	8.65468	2.50475	1.03648	8.56252	
3.65003	3.06548	6.21074	3.0998	1.92667	3.60698	6.02527	5.53874	3.98619	6.14778	6.08829	3.46569	6.74203	1.20888	3.16792	2.55708	3.30864	4.11599	6.05973	1.74622	6.00937	5.82178	7.53386	6.01976	3.08733	6.71013	0.957304	6.23462	6.98932	6.48527	
2.66476	1.66941	9.55865	6.81087	3.92087	2.27467	3.87874	6.03482	1.71275	8.66251	5.88313	3.14854	4.6695	3.61398	3.01784	4.76698	6.74334	7.60479	9.4493	3.54555	7.35676	9.21709	6.52413	7.74866	0.730758	4.13837	3.99242	4.7129	6.78167	9.63556	
0.732954	4.50566	8.04691	6.41325	2.85305	1.0461	1.92482	2.87283	4.92265	6.3448	2.60239	5.92153	2.52663	5.02172	1.12774	3.22186	5.75267	6.55213	8.01185	2.73729	4.42298	7.81099	3.47673	4.98199	2.89164	2.76918	5.09353	1.96084	3.50785	7.85009	
0.75	0.75
