10	20
1182.46	588.837	533.83	1207.52	1090.63	952.717	1164.29	815.613	1239.45	911.208	
122.594	25.5291	21.3936	130.549	93.6395	64.6438	111.957	46.4147	143.371	68.4306	
37.1313	18.7387	25.8309	21.8511	55.2109	35.6024	28.0083	21.6929	56.8995	23.9001	37.9004	25.3907	1.54995	8.52309	47.1684	20.8441	29.8616	22.7084	18.3496	54.6396	
3.66711	3.95145	2.49024	4.65702	5.66177	1.11396	4.09028	2.42648	2.49299	4.50964	3.67347	7.65959	5.25758	5.54846	2.70484	2.57709	6.71463	5.13469	0.596576	3.05111	
7.58985	6.90354	6.59656	7.15404	1.86935	4.59169	4.94754	2.20032	5.73088	4.19997	7.3719	4.59366	1.17263	2.35381	1.72946	5.39627	4.99799	7.61289	3.80665	6.6694	
1.52896	4.0541	0.404506	4.98148	8.25552	2.73248	5.11568	4.8148	3.04288	6.5323	1.98264	10.1226	7.85281	8.09679	5.18158	2.87042	8.89277	5.34403	3.0893	1.83942	
9.11363	10.7492	8.70233	11.2186	5.65204	7.96996	4.42827	4.73861	9.36009	8.73055	8.5872	8.30868	4.86928	6.5104	4.67639	6.43305	9.37998	11.7032	7.03579	7.9754	
3.37759	5.79647	2.80233	6.55284	6.22391	3.0324	2.22794	2.22978	4.35215	6.14278	3.01802	8.65415	5.60192	6.39117	2.70068	0.982379	8.13702	7.02298	2.36691	2.3198	
3.12943	2.48493	1.88747	3.40076	7.50522	1.7167	5.91431	4.69135	1.47533	5.18768	3.55693	9.03575	7.24793	7.18759	4.94117	3.84937	7.57796	3.78639	2.48208	3.28219	
2.34035	7.04021	2.8367	7.92076	8.53703	4.73977	2.74728	4.52003	5.74887	8.30351	1.65902	10.9972	7.87879	8.73269	4.99692	1.36758	10.4098	8.34075	4.38604	1.40432	
10.269	7.65404	9.07422	7.47033	1.70142	6.46028	8.3643	5.40816	7.02412	3.57859	10.2102	1.16374	2.53904	1.1318	4.94333	8.49772	2.44958	7.80639	6.05062	9.53665	
2.07446	3.61663	0.771519	4.53014	7.72744	2.14131	5.06443	4.41697	2.50395	5.93821	2.4399	9.54483	7.35322	7.54072	4.75502	2.88228	8.29847	4.91813	2.54974	2.15318	
6.82879	1.70743	5.54045	1.21442	6.47119	3.25725	8.37153	5.85365	2.2661	2.6882	7.19849	6.81617	6.65054	5.75579	5.78872	6.85286	4.76172	1.54976	3.94482	6.80534	
0.75	0.75
