15	30
1279.79	831.934	978.845	530.572	1321.38	1209.76	1336.4	1104.15	449.178	1395.46	1202.87	646.108	1196.73	577.085	636.472	
153.141	58.9055	79.9385	26.6387	150.621	124.325	155.542	95.6311	13.8985	157.77	127.776	34.4827	124.644	23.3517	28.7985	
61.77	7.44969	3.70211	61.9636	48.3662	5.36868	37.7298	61.9347	15.7227	46.4763	38.4463	24.2107	30.0189	44.3217	60.9854	39.7775	25.0616	34.8139	47.0967	51.7892	45.2966	22.6784	8.08593	3.73246	14.3403	45.4108	26.2589	32.7593	7.84321	14.7762	
4.69513	5.95534	5.6962	4.87719	3.25605	1.18024	5.72692	4.30357	5.95432	5.12844	4.92068	3.85564	3.74744	0.958391	1.21368	6.34429	2.20027	5.89867	5.41297	7.61577	7.96181	5.97206	7.40173	9.58741	1.92765	1.16221	0.671369	5.67714	7.02536	7.20138	
6.3066	3.49549	2.8536	2.05157	3.35299	1.72151	7.01128	1.53946	4.50426	2.2703	2.77092	5.76752	5.44862	3.75198	3.97666	7.40796	1.52433	5.59459	4.15072	4.89669	6.31534	3.96806	4.57498	7.36516	1.35664	1.93411	2.41086	2.8318	4.17097	6.35802	
6.96621	9.45606	8.832	8.07609	3.99391	4.69609	8.14613	7.5921	9.59979	8.15043	8.49929	5.98762	6.16972	3.40721	3.44443	8.88376	5.82114	9.31141	9.05137	10.9479	11.6087	7.61409	10.1337	13.1947	5.50627	4.78535	3.75194	8.80346	10.0678	10.7299	
8.67504	2.15923	0.342583	1.10172	5.57385	4.75874	9.09784	1.72509	4.54389	0.823044	2.69676	8.35496	7.95311	6.78864	7.00207	9.2948	4.16112	6.61085	4.58009	2.24861	5.55362	3.70834	1.77689	5.49849	4.20091	4.91756	5.45818	0.326667	1.11285	6.63803	
3.69867	7.33215	7.34346	6.51567	4.72233	2.84828	4.86137	5.91299	6.80059	6.82905	6.20742	2.72992	2.84515	0.838853	0.594883	5.57932	3.5597	6.09626	6.21538	9.11685	8.78177	7.73746	9.14287	10.7006	3.41763	2.67258	2.43669	7.32876	8.68642	7.59854	
4.98849	4.17147	4.0335	3.20539	3.66216	0.655385	5.77045	2.6004	4.39715	3.55205	3.15486	4.4039	4.10478	2.54051	2.73503	6.23011	0.536268	4.8808	3.91065	5.85287	6.3715	5.20945	5.90048	7.84516	0.160861	0.649678	1.61833	4.01988	5.37787	5.93518	
7.95814	2.62246	1.09699	0.716047	4.43764	3.68295	8.50467	1.04357	4.62747	0.361276	2.63386	7.538	7.17034	5.71351	5.93806	8.78622	3.25117	6.39842	4.51086	3.33184	5.99809	3.16111	2.62184	6.36171	3.21735	3.87996	4.32029	1.06014	2.27639	6.71051	
6.6271	8.49512	7.83634	7.08433	3.09496	3.7752	7.78874	6.60786	8.74756	7.15292	7.56387	5.65615	5.76438	2.76038	2.86117	8.50098	4.92096	8.62207	8.21345	9.96035	10.7506	6.70204	9.14253	12.2638	4.58953	3.89827	2.81586	7.80755	9.06985	9.98344	
5.10505	7.20246	6.83412	6.02972	3.30786	2.40344	6.23705	5.48175	7.18583	6.22138	6.18104	4.16056	4.20043	1.09541	1.23723	6.9245	3.46308	6.94761	6.63353	8.82344	9.1956	6.56399	8.4162	10.8502	3.18238	2.4242	1.57113	6.81172	8.14166	8.3292	
3.69844	5.88331	7.43806	6.94728	9.46823	6.24985	2.95822	6.51314	3.46331	7.56088	5.08127	4.40864	4.00503	6.49278	6.42023	2.51225	5.35379	1.16717	3.23251	7.57353	4.2408	10.5007	9.48149	6.7611	5.71139	5.92871	7.00303	7.46129	8.38042	2.06452	
5.65427	5.57714	5.0171	4.22997	2.3356	1.01343	6.63099	3.71698	6.01624	4.38176	4.6683	4.85938	4.7078	1.99433	2.2543	7.20572	2.15134	6.3602	5.52815	7.07617	7.98512	4.92322	6.56094	9.36579	1.77889	1.29333	0.387341	4.99241	6.30709	7.51255	
10.2776	5.62268	3.7837	3.8053	3.82947	5.33795	11.0273	4.06216	7.72276	3.24503	5.72711	9.6544	9.38512	7.05952	7.3188	11.4269	5.53853	9.37478	7.57923	5.66203	9.04283	0.232136	3.3042	9.04483	5.31636	5.66567	5.45015	3.74185	4.07811	9.79742	
7.78993	3.42416	5.26274	5.32812	9.84798	7.28881	7.44381	5.32772	2.35136	5.81841	3.7309	8.12108	7.63169	8.67624	8.74732	7.16172	6.13011	3.97254	2.93503	4.03878	0.47123	9.14085	6.68353	2.05224	6.4793	7.14687	8.25372	5.30363	5.47461	2.6622	
5.18979	7.46846	7.09177	6.28928	3.41652	2.66938	6.33563	5.74393	7.43594	6.47436	6.44591	4.23267	4.30161	1.26378	1.36448	7.03466	3.72661	7.15499	6.88082	9.08745	9.44587	6.74344	8.65748	11.1129	3.44791	2.68834	1.82851	7.06901	8.39627	8.55266	
0.806338	6.96647	7.72337	6.95737	7.14297	4.223	1.89364	6.34707	5.46176	7.46139	5.8061	0.510173	0.144752	3.28936	3.10851	2.59766	4.06247	3.86617	4.89785	8.8957	7.18098	9.42077	9.79406	9.49185	4.21492	3.87416	4.49938	7.72541	9.00443	5.46777	
0.75	0.75
