10	30
5.49797	4.35864	4.97801	9.44475	6.76428	5.66027	7.93835	4.93132	8.43493	6.46962	
0.241335	0.0418352	0.885251	0.942484	0.567349	0.28677	0.604626	0.612301	0.233737	0.347829	
5.66305	12.2277	40.102	11.8429	10.6259	7.29031	28.9804	20.4772	15.9213	49.479	35.488	7.22755	21.9908	4.2227	46.1004	22.232	4.62577	5.05702	6.79513	30.347	10.2459	6.70744	24.7346	26.1016	31.2755	39.912	14.4449	10.4692	34.9956	25.9032	
0.853382	0.137405	0.933881	0.863511	0.023461	0.564095	0.028705	0.582628	0.87078	0.0353494	0.240047	0.546119	0.848581	0.754243	0.925098	0.83529	0.618253	0.782998	0.845819	0.868811	0.997272	0.904724	0.232463	0.859378	0.382379	0.289513	0.400101	0.389297	0.899691	0.487287	
0.957797	0.246383	0.832476	0.789592	0.282347	0.284034	0.864678	0.518596	0.597635	0.999634	0.473134	0.986857	0.011339	0.0738331	0.172093	0.981714	0.307434	0.00657043	0.982764	0.493411	0.0420166	0.082166	0.342494	0.136028	0.402415	0.790208	0.699146	0.0176909	0.812159	0.987421	
0.887751	0.349914	0.587318	0.409291	0.632664	0.707598	0.245072	0.864226	0.60382	0.131757	0.534316	0.853081	0.800665	0.332885	0.482337	0.239982	0.898878	0.77281	0.716787	0.931468	0.502063	0.86235	0.408056	0.754314	0.0548827	0.859825	0.890957	0.572786	0.282687	0.749352	
0.386595	0.33964	0.91714	0.830146	0.395493	0.593168	0.950004	0.119371	0.556298	0.65062	0.0655706	0.261282	0.513721	0.0220996	0.26263	0.130924	0.920866	0.549892	0.312696	0.206118	0.0313109	0.792346	0.325904	0.492479	0.0527432	0.578635	0.985509	0.115684	0.717968	0.451793	
0.222124	0.695976	0.491199	0.640084	0.703597	0.536764	0.739234	0.0954589	0.151265	0.871739	0.852886	0.0899048	0.914826	0.366825	0.761356	0.888364	0.993425	0.394032	0.329603	0.810439	0.757959	0.277488	0.155822	0.834153	0.285538	0.523781	0.301203	0.272209	0.957788	0.435035	
0.876631	0.735605	0.71293	0.00493802	0.0691762	0.353433	0.516578	0.137802	0.922693	0.693531	0.894118	0.85607	0.672556	0.483076	0.426099	0.383991	0.957263	0.738249	0.106483	0.74783	0.733638	0.799983	0.125822	0.22122	0.780366	0.307823	0.286985	0.692149	0.816171	0.0277841	
0.141502	0.721827	0.549454	0.863392	0.850226	0.390971	0.057822	0.699994	0.625592	0.223197	0.147671	0.895163	0.58585	0.329563	0.325006	0.877577	0.525479	0.570605	0.189986	0.60691	0.738962	0.141852	0.251849	0.633015	0.0920361	0.880243	0.360007	0.636034	0.824605	0.217621	
0.292008	0.000882368	0.531414	0.744699	0.846557	0.334726	0.514003	0.679501	0.0505371	0.963711	0.310822	0.684381	0.850897	0.386469	0.661418	0.466068	0.166393	0.636196	0.0397941	0.196838	0.46049	0.527746	0.239653	0.730051	0.373946	0.248749	0.72716	0.681956	0.870417	0.322909	
0.537079	0.500433	0.306968	0.438187	0.324277	0.242633	0.913098	0.16136	0.356254	0.622852	0.455561	0.44131	0.411969	0.772377	0.804544	0.356335	0.634108	0.755608	0.0932237	0.361735	0.603834	0.375085	0.20942	0.644571	0.462701	0.71399	0.223845	0.0663776	0.0235063	0.54033	
0.991267	0.141579	0.336046	0.732893	0.764757	0.419187	0.538664	0.481142	0.935325	0.43408	0.928908	0.865063	0.705148	0.717028	0.563062	0.652595	0.25021	0.963523	0.333028	0.740531	0.906939	0.948159	0.469139	0.866937	0.350845	0.880142	0.623117	0.214569	0.848787	0.154857	
