20	50
4.55342	5.0678	5.04391	4.89817	4.77792	4.10928	5.05721	4.3583	4.51236	5.16568	4.4797	4.51116	5.1125	5.51592	5.26674	4.51043	4.39491	4.39723	3.43893	5.29797	
0.405094	0.0521801	0.138594	0.424232	0.340609	0.311416	0.923784	0.94809	0.815107	0.0886993	0.0917326	0.0836946	0.456381	0.938711	0.0431625	0.592167	0.606093	0.0540766	0.0762485	0.080595	
25.7091	17.905	28.6851	10.9963	49.472	7.37059	24.1716	49.3203	25.4859	23.773	44.5444	6.54001	25.8153	47.876	1.84699	31.4364	43.1353	4.2153	41.9558	38.0733	17.7676	8.84863	31.4765	43.2788	41.8922	40.9465	35.0066	44.3264	25.9305	38.1022	13.6514	8.32891	16.9338	16.5457	25.4446	30.4086	27.0395	46.7206	16.4999	31.5877	11.7306	24.158	16.6935	38.5868	31.1047	37.9079	11.5366	27.5751	26.3834	3.15391	
0.804923	0.184986	0.843598	0.62793	0.214846	0.74313	0.0816693	0.416518	0.729478	0.556624	0.66079	0.217927	0.847149	0.91953	0.92148	0.404469	0.616254	0.47614	0.485991	0.358654	0.627579	0.495493	0.97001	0.0639206	0.0329408	0.617161	0.0134394	0.395499	0.753214	0.932272	0.910788	0.90955	0.498072	0.54242	0.68606	0.851412	0.883698	0.0815416	0.689147	0.641047	0.701769	0.416034	0.094385	0.449351	0.246198	0.82207	0.932566	0.865885	0.436875	0.467804	
0.806818	0.652945	0.591368	0.720688	0.396941	0.390916	0.308655	0.337273	0.513522	0.477724	0.530563	0.0492448	0.800304	0.482409	0.579525	0.352717	0.576757	0.607933	0.63622	0.721935	0.962465	0.068801	0.953253	0.777812	0.931479	0.896363	0.718809	0.880827	0.143086	0.360699	0.96915	0.691744	0.258004	0.0188754	0.814093	0.00403516	0.0211861	0.975132	0.886215	0.746774	0.856479	0.392305	0.506528	0.0525256	0.574678	0.6618	0.627585	0.153849	0.079246	0.10905	
0.292206	0.594233	0.0265975	0.403926	0.924326	0.46016	0.378043	0.372101	0.594345	0.513115	0.826479	0.731641	0.612362	0.775335	0.833266	0.606715	0.0637414	0.327426	0.928769	0.808184	0.385984	0.855266	0.656153	0.363622	0.0217186	0.271964	0.657424	0.595503	0.864696	0.407299	0.180586	0.79578	0.226856	0.867447	0.756686	0.626859	0.403841	0.405363	0.627033	0.592332	0.11407	0.860536	0.0417128	0.097131	0.869387	0.0593837	0.698373	0.288866	0.772461	0.542816	
0.82011	0.551515	0.871109	0.614018	0.997868	0.396749	0.7425	0.768433	0.995311	0.631707	0.838277	0.128888	0.709795	0.815867	0.393405	0.920771	0.544555	0.276717	0.510737	0.626478	0.235406	0.730055	0.644589	0.311233	0.232718	0.160404	0.214803	0.393667	0.879719	0.689753	0.308606	0.254504	0.437628	0.961973	0.651876	0.79973	0.0165832	0.394547	0.336723	0.883526	0.528379	0.87636	0.882594	0.241613	0.435096	0.806082	0.0223701	0.757088	0.926073	0.0592259	
0.872691	0.616067	0.976007	0.275022	0.028274	0.715804	0.919793	0.894679	0.815389	0.216168	0.267652	0.769431	0.194048	0.876503	0.847094	0.191826	0.135872	0.757668	0.0925347	0.578609	0.936349	0.652653	0.73007	0.801547	0.870822	0.473898	0.040866	0.0310986	0.984613	0.778248	0.168828	0.202059	0.87543	0.558287	0.269817	0.324084	0.76143	0.0877959	0.672318	0.172852	0.857348	0.668391	0.957492	0.129032	0.830186	0.50206	0.574917	0.830937	0.0959672	0.22729	
0.880316	0.907889	0.20986	0.773598	0.320239	0.175934	0.934982	0.933014	0.710611	0.899401	0.919133	0.24727	0.969456	0.862084	0.0336389	0.316195	0.28226	0.795442	0.986728	0.709698	0.973151	0.458588	0.0403701	0.16608	0.242513	0.328877	0.0602439	0.87294	0.0948517	0.893523	0.505859	0.311518	0.0973213	0.136299	0.046448	0.657928	0.7542	0.701862	0.0668903	0.384192	0.279861	0.603846	0.0149905	0.59809	0.238372	0.060856	0.0808225	0.017572	0.0422973	0.943974	
0.29071	0.132001	0.594569	0.0224974	0.242272	0.941639	0.337765	0.758486	0.354876	0.482932	0.676829	0.954804	0.923495	0.989133	0.380994	0.941925	0.055791	0.723849	0.224287	0.157061	0.713449	0.966356	0.404711	0.555517	0.363026	0.0774866	0.0437162	0.560703	0.237008	0.396569	0.81366	0.562355	0.566053	0.913668	0.00274793	0.529359	0.177607	0.798029	0.404288	0.539869	0.745008	0.956163	0.86402	0.744525	0.478582	0.932359	0.292221	0.996047	0.370658	0.201719	
0.333658	0.765771	0.344711	0.295714	0.115729	0.360257	0.126194	0.911339	0.940353	0.0447371	0.799879	0.923276	0.44695	0.418206	0.911687	0.974359	0.323196	0.679021	0.806236	0.856821	0.872972	0.558842	0.769	0.981107	0.0940933	0.693243	0.669187	0.773764	0.975801	0.105241	0.814209	0.490889	0.675141	0.996131	0.391726	0.654231	0.63642	0.253585	0.258831	0.0940635	0.058627	0.146041	0.136957	0.227597	0.517997	0.403331	0.700763	0.472929	0.848143	0.532168	
0.699123	0.683457	0.330445	0.716042	0.267336	0.488637	0.810047	0.86928	0.689087	0.193128	0.458961	0.67027	0.641705	0.179923	0.090427	0.667062	0.229341	0.180454	0.976032	0.0182519	0.2903	0.29164	0.211647	0.578024	0.214301	0.819239	0.143162	0.286405	0.924331	0.461287	0.147964	0.934486	0.222262	0.505103	0.195637	0.851801	0.929729	0.788975	0.576287	0.23369	0.923667	0.910563	0.29491	0.929007	0.552882	0.24503	0.803041	0.82197	0.244145	0.249482	
0.705523	0.086043	0.945897	0.391805	0.8421	0.8778	0.702162	0.223775	0.965392	0.739557	0.302883	0.768842	0.916016	0.0313624	0.903374	0.0391812	0.842898	0.820521	0.0892676	0.885521	0.26085	0.886137	0.360521	0.281015	0.541129	0.735312	0.481776	0.884546	0.96064	0.555707	0.449726	0.0659313	0.358643	0.915599	0.975106	0.253484	0.0600922	0.652845	0.0409619	0.594681	0.40769	0.998378	0.111442	0.88453	0.426021	0.375112	0.222124	0.236203	0.209246	0.815204	
0.0601604	0.637281	0.605784	0.901154	0.268852	0.125844	0.111758	0.134969	0.62577	0.21379	0.267166	0.23074	0.121195	0.183429	0.185964	0.869105	0.708978	0.865327	0.295367	0.772263	0.137555	0.305235	0.750223	0.535943	0.400021	0.563059	0.444023	0.235498	0.393	0.988741	0.485982	0.966432	0.362815	0.66203	0.0083845	0.91271	0.713094	0.857965	0.953666	0.917132	0.297593	0.813631	0.278338	0.247389	0.0255915	0.828849	0.135258	0.408019	0.182837	0.820967	
0.215592	0.51869	0.328608	0.864088	0.169962	0.13221	0.444898	0.496185	0.231384	0.110615	0.762343	0.723202	0.180765	0.360825	0.202482	0.0785055	0.664251	0.0873141	0.255926	0.600666	0.322192	0.893995	0.346124	0.585151	0.329616	0.750021	0.166259	0.913801	0.585805	0.50883	0.410856	0.289995	0.196464	0.873589	0.0348837	0.76284	0.414821	0.490668	0.794605	0.200716	0.416227	0.637549	0.970936	0.912163	0.289357	0.980752	0.802265	0.0223885	0.207134	0.312091	
0.891999	0.893834	0.64506	0.949815	0.733115	0.481024	0.940295	0.132107	0.958664	0.278689	0.445623	0.765666	0.963389	0.0012892	0.44543	0.293025	0.267771	0.746536	0.169521	0.959223	0.918795	0.843728	0.909174	0.234311	0.474799	0.0374846	0.0775951	0.254982	0.400827	0.428937	0.713683	0.0758295	0.770161	0.979196	0.235788	0.584579	0.240495	0.444373	0.202925	0.293881	0.273136	0.887206	0.0410857	0.556781	0.55181	0.863872	0.290919	0.47605	0.835878	0.926594	
0.566048	0.347849	0.816025	0.948493	0.287264	0.714879	0.567838	0.851131	0.984244	0.892643	0.932942	0.357749	0.130037	0.56409	0.233433	0.0182307	0.334269	0.138438	0.450913	0.618873	0.302677	0.777922	0.510068	0.706229	0.528319	0.97915	0.863452	0.963904	0.0323975	0.991204	0.267764	0.762693	0.337151	0.97437	0.364811	0.642212	0.787612	0.687934	0.956454	0.229166	0.0577747	0.502302	0.415869	0.623122	0.247504	0.14672	0.925925	0.691688	0.139197	0.720635	
0.475922	0.421324	0.894551	0.709469	0.467014	0.52542	0.62467	0.19398	0.135845	0.517123	0.0335358	0.77101	0.36246	0.782314	0.309694	0.165982	0.244968	0.67422	0.971242	0.092406	0.53162	0.913179	0.883961	0.111805	0.0410037	0.964344	0.8079	0.988127	0.404594	0.833873	0.422869	0.724667	0.196553	0.080295	0.947591	0.746601	0.520875	0.57189	0.535505	0.751756	0.911077	0.518414	0.786048	0.19141	0.244381	0.95793	0.913575	0.084801	0.404585	0.920542	
0.722507	0.363124	0.566205	0.593167	0.997203	0.837077	0.0749016	0.828075	0.739951	0.733284	0.58135	0.354579	0.78286	0.0118943	0.0296231	0.273108	0.49924	0.113312	0.214964	0.982661	0.10868	0.272608	0.138789	0.540024	0.971974	0.598315	0.51229	0.20178	0.999192	0.683375	0.742473	0.87106	0.759947	0.891174	0.475847	0.0268272	0.281699	0.76303	0.360701	0.204084	0.124381	0.634095	0.521591	0.70087	0.0270322	0.242847	0.623249	0.598928	0.0641084	0.898799	
0.355486	0.339195	0.779557	0.709251	0.796443	0.4789	0.28076	0.736198	0.0321038	0.822424	0.575833	0.63411	0.579428	0.626518	0.397925	0.598931	0.10516	0.705085	0.508166	0.616805	0.740443	0.906073	0.750032	0.271455	0.327922	0.525331	0.860423	0.423432	0.17625	0.11781	0.0449759	0.296131	0.498044	0.20356	0.0552594	0.134743	0.490214	0.888949	0.435097	0.0607271	0.772742	0.312579	0.907902	0.514647	0.106457	0.682037	0.903964	0.618517	0.799673	0.85525	
0.634905	0.742515	0.440969	0.668754	0.58377	0.465351	0.177917	0.906271	0.59233	0.200812	0.722838	0.80976	0.75828	0.460556	0.152673	0.366459	0.882163	0.372923	0.144917	0.657762	0.45443	0.617282	0.139201	0.893548	0.247684	0.313968	0.215432	0.830617	0.90992	0.858036	0.56135	0.297786	0.600599	0.520067	0.426714	0.317753	0.369901	0.810339	0.0733091	0.0723707	0.650958	0.393296	0.0207632	0.635469	0.397522	0.733678	0.32422	0.539647	0.483189	0.984991	
0.876077	0.148698	0.0659236	0.51505	0.385768	0.814313	0.0470114	0.0773032	0.726416	0.407153	0.770462	0.395457	0.544621	0.947644	0.0867416	0.923559	0.67684	0.345969	0.870612	0.00150045	0.0323098	0.106907	0.463305	0.401744	0.165496	0.220124	0.119937	0.517945	0.555216	0.335195	0.483622	0.840516	0.87358	0.58987	0.398688	0.0548492	0.456451	0.719739	0.417123	0.108936	0.153373	0.310986	0.0504474	0.814925	0.44531	0.381442	0.240496	0.479402	0.0512808	0.848896	
0.309051	0.97623	0.836093	0.82436	0.157072	0.46375	0.288904	0.462866	0.247703	0.0676027	0.402378	0.889282	0.206925	0.330636	0.606982	0.588947	0.283581	0.967701	0.552636	0.924634	0.787602	0.315393	0.862188	0.182352	0.239432	0.515996	0.630712	0.56036	0.828188	0.0849867	0.665918	0.47055	0.724516	0.285502	0.277003	0.972957	0.960723	0.717818	0.557548	0.83426	0.680873	0.92147	0.728924	0.631132	0.232159	0.609175	0.000541105	0.075244	0.817308	0.96577	
