20	40
8.40105	5.13005	7.30536	8.07525	7.15785	5.31996	8.78008	5.1118	7.39436	7.04262	5.94103	5.38911	9.34256	7.54326	5.30099	8.3061	5.92299	8.56879	5.18321	8.17328	
0.817872	0.629152	0.635505	0.486513	0.384377	0.181768	0.634376	0.445801	0.16981	0.438128	0.920058	0.330836	0.784866	0.485791	0.326278	0.606265	0.870686	0.776433	0.326898	0.417661	
46.7781	24.191	9.70865	27.5286	34.2389	9.21436	38.3846	40.9613	35.3027	3.60391	7.53107	28.1994	4.96885	44.6276	3.44134	26.297	16.217	44.1231	13.581	23.6756	7.34745	1.03667	25.4581	2.13514	10.7761	32.5118	26.1227	14.8313	44.1678	26.0578	21.1233	44.6288	12.5729	16.0637	15.18	13.1544	20.6093	13.1851	43.964	20.18	
0.424919	0.623073	0.546879	0.62483	0.933674	0.48452	0.156145	0.529892	0.0863	0.378336	0.127479	0.533213	0.24735	0.519982	0.0295267	0.180966	0.973666	0.628881	0.956649	0.252415	0.297222	0.750488	0.075437	0.0628588	0.0275104	0.525169	0.0835974	0.571578	0.187116	0.301678	0.976754	0.80173	0.554485	0.448461	0.588998	0.755165	0.439919	0.232008	0.698007	0.00276158	
0.437928	0.952694	0.963038	0.0964764	0.0796048	0.699681	0.991334	0.38993	0.0377863	0.427303	0.870702	0.05467	0.00154887	0.814154	0.245824	0.765366	0.096955	0.0341063	0.425538	0.862497	0.926791	0.532055	0.972736	0.453902	0.622732	0.181326	0.943923	0.76305	0.262108	0.214283	0.54636	0.120726	0.748307	0.370587	0.348038	0.206339	0.970512	0.355302	0.264913	0.0880422	
0.82009	0.707859	0.409082	0.0421222	0.0838632	0.604608	0.401656	0.621246	0.0103968	0.335557	0.489873	0.529895	0.0132524	0.352516	0.292969	0.375977	0.275904	0.646836	0.238061	0.665134	0.464893	0.186474	0.764876	0.518301	0.3507	0.0229875	0.315856	0.835368	0.544528	0.688942	0.723186	0.195185	0.797465	0.267042	0.258419	0.992098	0.294355	0.17432	0.962966	0.364978	
0.322267	0.710837	0.98087	0.554453	0.889378	0.262054	0.886636	0.450351	0.0737687	0.607574	0.723726	0.921088	0.0477751	0.412802	0.466025	0.710189	0.50275	0.351286	0.343986	0.372224	0.774647	0.32	0.870429	0.716763	0.79651	0.758455	0.166613	0.370159	0.924659	0.80661	0.663942	0.226224	0.400243	0.575851	0.830528	0.422134	0.711526	0.850403	0.0381114	0.302773	
0.948575	0.238626	0.26355	0.434806	0.474993	0.903262	0.119724	0.301806	0.636889	0.326662	0.047351	0.165876	0.366651	0.387791	0.95369	0.926702	0.338983	0.793706	0.0653165	0.899188	0.422805	0.782635	0.514526	0.649957	0.445575	0.353953	0.114033	0.379798	0.866142	0.408104	0.693896	0.587953	0.581741	0.542657	0.5605	0.585494	0.515321	0.210927	0.148347	0.0358949	
0.471383	0.401103	0.137794	0.695303	0.642251	0.401245	0.13702	0.143954	0.52219	0.342096	0.814481	0.928473	0.218236	0.0990208	0.213192	0.381743	0.902084	0.0234539	0.0601809	0.846749	0.158025	0.93834	0.174802	0.396837	0.371227	0.509959	0.314632	0.73676	0.832407	0.48095	0.500571	0.243864	0.862755	0.654003	0.990664	0.97386	0.416646	0.415702	0.756312	0.787921	
0.243815	0.581386	0.608832	0.673337	0.702288	0.376691	0.825567	0.117919	0.599233	0.309306	0.621248	0.651785	0.884103	0.829017	0.0779342	0.432208	0.176455	0.566278	0.356835	0.0422922	0.357913	0.750132	0.0451509	0.773947	0.592848	0.828684	0.410112	0.764748	0.718774	0.570445	0.0565169	0.827807	0.801832	0.919782	0.222669	0.944768	0.365634	0.10933	0.2877	0.898186	
0.479548	0.272961	0.931881	0.353811	0.984668	0.75039	0.584693	0.569561	0.59213	0.607756	0.123983	0.918971	0.218426	0.45178	0.645966	0.46406	0.356049	0.323073	0.503136	0.0279534	0.57791	0.651768	0.86848	0.145508	0.138792	0.930879	0.873755	0.557916	0.534492	0.878733	0.110908	0.068124	0.418548	0.258849	0.965338	0.629262	0.168176	0.51186	0.527286	0.221185	
0.647069	0.53408	0.915392	0.0854737	0.10493	0.472111	0.321973	0.210059	0.739475	0.356804	0.97328	0.0823705	0.21521	0.572226	0.462672	0.405615	0.531221	0.377	0.802328	0.830256	0.990648	0.608179	0.464829	0.0612043	0.417361	0.489208	0.465035	0.459339	0.758243	0.949159	0.69576	0.128855	0.424943	0.845537	0.161927	0.246315	0.467708	0.933108	0.322705	0.626676	
0.808055	0.903342	0.552274	0.761763	0.0880732	0.632173	0.301579	0.993649	0.761835	0.795485	0.84109	0.375562	0.715667	0.577777	0.354071	0.595475	0.658296	0.581841	0.249566	0.0999311	0.895947	0.641738	0.391684	0.577741	0.202288	0.0802415	0.14516	0.893309	0.261716	0.746326	0.920647	0.326222	0.282634	0.549475	0.0777195	0.76044	0.0101314	0.110181	0.985763	0.302242	
0.978137	0.960232	0.20301	0.656281	0.662587	0.419182	0.685381	0.132675	0.815447	0.417163	0.338366	0.942209	0.71838	0.400179	0.970694	0.133845	0.704444	0.354189	0.267627	0.325737	0.16471	0.0710319	0.674462	0.856029	0.62783	0.526118	0.861098	0.771248	0.0374228	0.283041	0.220083	0.0975369	0.838404	0.147681	0.189845	0.752153	0.234499	0.581159	0.988526	0.268663	
0.265571	0.849979	0.0296925	0.0293543	0.849638	0.301818	0.17028	0.329647	0.716092	0.762608	0.453124	0.748214	0.181149	0.757076	0.329704	0.0316925	0.0583329	0.320342	0.254006	0.151575	0.894751	0.147714	0.412463	0.536414	0.918442	0.00865827	0.694298	0.267675	0.258266	0.115726	0.657251	0.128403	0.540227	0.464195	0.601338	0.0015851	0.67435	0.751496	0.140709	0.341683	
0.952353	0.426832	0.946194	0.627035	0.596066	0.413324	0.759369	0.612868	0.428822	0.704209	0.805961	0.744447	0.645916	0.601994	0.825588	0.43332	0.0833789	0.721123	0.970834	0.151236	0.192823	0.548583	0.759839	0.622392	0.629641	0.763312	0.283815	0.961693	0.889751	0.862604	0.78505	0.350454	0.94027	0.0827209	0.751908	0.841629	0.534043	0.184721	0.839329	0.0604987	
0.701436	0.822539	0.754385	0.0274571	0.201261	0.14661	0.335461	0.605433	0.647284	0.992688	0.640083	0.974703	0.861886	0.92953	0.746937	0.371357	0.694152	0.502061	0.0328614	0.429577	0.975457	0.367896	0.599697	0.0480792	0.0911438	0.548685	0.326471	0.312699	0.0717713	0.172828	0.728258	0.897099	0.3787	0.0964025	0.0559629	0.0233796	0.384813	0.375401	0.0529816	0.559054	
0.538521	0.607636	0.160434	0.0634188	0.820667	0.963957	0.464616	0.668435	0.848539	0.24175	0.746858	0.565238	0.278281	0.586545	0.753987	0.0512204	0.502563	0.432176	0.626476	0.702642	0.396228	0.709638	0.9051	0.831437	0.984908	0.299603	0.0631462	0.598945	0.789573	0.465509	0.769734	0.142671	0.0892945	0.249695	0.00491314	0.947058	0.684449	0.530157	0.103013	0.592159	
0.940903	0.403628	0.357476	0.695467	0.997106	0.0770209	0.960202	0.525159	0.612876	0.135227	0.85802	0.951459	0.052508	0.271766	0.0799344	0.212153	0.481942	0.415001	0.635841	0.186283	0.163988	0.136986	0.380914	0.442934	0.120017	0.178567	0.307511	0.0739177	0.733849	0.580114	0.0930773	0.532596	0.7915	0.999137	0.351618	0.30326	0.461694	0.88748	0.746888	0.0667103	
0.986658	0.240843	0.117477	0.520485	0.584816	0.722977	0.653018	0.141888	0.592779	0.949038	0.75771	0.557519	0.394695	0.592119	0.678846	0.846561	0.32453	0.483313	0.463447	0.408293	0.584472	0.790336	0.265817	0.834167	0.285276	0.180199	0.488257	0.747744	0.496166	0.594101	0.993656	0.633703	0.581114	0.955171	0.9465	0.298882	0.0746841	0.659604	0.95112	0.785959	
0.667837	0.464656	0.858776	0.098976	0.974013	0.267473	0.706887	0.776446	0.00105463	0.177941	0.795367	0.988222	0.667329	0.729211	0.961659	0.66451	0.747596	0.353614	0.0225177	0.722056	0.903116	0.492557	0.694381	0.306203	0.0542634	0.813331	0.736512	0.0946544	0.641523	0.301754	0.545313	0.687463	0.896774	0.0596338	0.62162	0.131645	0.318978	0.972655	0.728253	0.509239	
0.80518	0.925691	0.161973	0.0777903	0.402205	0.589282	0.283913	0.431695	0.138458	0.556934	0.187989	0.337651	0.538642	0.397655	0.0822607	0.155964	0.943935	0.351854	0.59726	0.616912	0.250255	0.89371	0.60567	0.875645	0.636863	0.49698	0.657571	0.0910259	0.849824	0.516787	0.973646	0.398021	0.703844	0.915733	0.816367	0.156954	0.301624	0.179627	0.734709	0.939446	
0.422655	0.451271	0.360306	0.101796	0.0649492	0.955451	0.500813	0.927495	0.923359	0.331095	0.641909	0.784605	0.10635	0.781661	0.532316	0.357857	0.150411	0.629208	0.742839	0.111145	0.370179	0.934327	0.651329	0.623117	0.418845	0.462407	0.430798	0.676446	0.135935	0.905454	0.251448	0.485113	0.355844	0.358887	0.855018	0.26875	0.20221	0.512949	0.116582	0.559134	
