10	20
6.99775	7.61365	7.10073	8.91484	4.40961	4.56168	5.88432	6.37598	5.90764	8.73192	
0.150232	0.0249649	0.662803	0.973765	0.317316	0.232771	0.798186	0.987849	0.115236	0.758695	
11.8838	42.328	26.5697	47.9359	40.1334	34.9365	30.0134	33.4659	24.8328	45.6772	35.96	10.044	38.8214	29.9546	25.1019	15.0283	9.937	21.5507	40.4556	31.3714	
0.127084	0.541128	0.127231	0.042356	0.110999	0.452307	0.611661	0.986584	0.860914	0.731358	0.715105	0.0593555	0.659739	0.273397	0.25665	0.369048	0.885441	0.168442	0.111853	0.663271	
0.00761096	0.0554653	0.666593	0.858916	0.99344	0.888399	0.996887	0.685951	0.57455	0.325937	0.281671	0.0449022	0.846429	0.791918	0.740119	0.551445	0.752349	0.683747	0.972388	0.539072	
0.32807	0.433195	0.873137	0.255356	0.0500648	0.241029	0.125978	0.434516	0.920659	0.594512	0.34622	0.786269	0.12859	0.896767	0.847605	0.480619	0.0472623	0.436908	0.476601	0.702975	
0.720479	0.81481	0.56552	0.992319	0.0924808	0.951812	0.094629	0.273285	0.446965	0.97959	0.109411	0.553361	0.976381	0.725949	0.13885	0.205801	0.436972	0.940504	0.729055	0.956883	
0.846258	0.134959	0.473557	0.0178844	0.336449	0.0264719	0.76625	0.561399	0.187061	0.505028	0.872383	0.233318	0.475748	0.601394	0.0923928	0.323262	0.518001	0.933298	0.386286	0.102705	
0.59198	0.548532	0.285353	0.0741006	0.74987	0.930527	0.791747	0.496518	0.472273	0.882189	0.187343	0.150429	0.732506	0.505831	0.317936	0.76213	0.249879	0.571562	0.529844	0.216554	
0.483553	0.90061	0.0653906	0.426608	0.83937	0.232978	0.772586	0.88362	0.913832	0.728233	0.089391	0.0110187	0.20917	0.668189	0.717188	0.809856	0.481452	0.108372	0.593332	0.903882	
0.636183	0.203935	0.180793	0.496122	0.18674	0.222323	0.613207	0.605485	0.323341	0.902968	0.92965	0.399767	0.412926	0.731553	0.938496	0.0658688	0.377107	0.109569	0.122419	0.961197	
0.879053	0.165246	0.10993	0.787363	0.151003	0.521835	0.625724	0.780653	0.226903	0.599454	0.984085	0.0501849	0.597394	0.237505	0.114334	0.424796	0.654506	0.154208	0.979095	0.690034	
0.666743	0.807114	0.79061	0.521583	0.705441	0.744464	0.452755	0.503118	0.643721	0.232886	0.610751	0.231097	0.189351	0.158696	0.24587	0.262378	0.979643	0.315828	0.506638	0.503907	
