10	20
6.66946	8.61784	5.52946	5.36967	6.54642	6.30634	6.99102	6.40838	3.85569	5.83682	
0.586063	0.540102	0.870076	0.455869	0.79762	0.0525989	0.487229	0.832037	0.761434	0.776179	
12.0955	5.81391	18.4102	2.82115	13.8543	26.4233	49.7116	19.9495	11.6192	21.7458	49.8574	38.4942	24.1985	44.6203	41.9774	31.1853	7.30125	8.88035	16.1748	20.6382	
0.160873	0.735338	0.114063	0.656501	0.847077	0.406696	0.598841	0.931749	0.974511	0.818132	0.372983	0.266015	0.175039	0.45353	0.0566611	0.432071	0.936027	0.312413	0.269549	0.605926	
0.0370226	0.19844	0.507685	0.781	0.107148	0.761568	0.315702	0.476365	0.00649316	0.572817	0.0893196	0.868674	0.938714	0.196822	0.910431	0.169029	0.833972	0.0858551	0.0870965	0.378231	
0.38237	0.133809	0.851537	0.49075	0.461974	0.81517	0.0474931	0.185174	0.794365	0.796995	0.626854	0.299458	0.236787	0.858146	0.0273843	0.620819	0.459489	0.305434	0.863955	0.254009	
0.740302	0.205243	0.542745	0.226468	0.663728	0.0273257	0.8563	0.205324	0.437722	0.362329	0.0177476	0.52081	0.4822	0.605434	0.905356	0.00684119	0.192684	0.951309	0.220564	0.0775914	
0.109674	0.281717	0.833553	0.182472	0.919701	0.624631	0.303186	0.915779	0.625674	0.899369	0.533866	0.626732	0.735069	0.56489	0.760312	0.120622	0.275026	0.696207	0.455305	0.752267	
0.244184	0.332978	0.406969	0.750647	0.43874	0.491534	0.574739	0.199785	0.0783711	0.655661	0.27214	0.86829	0.237283	0.883545	0.292205	0.430788	0.0696852	0.561939	0.255477	0.651583	
0.401785	0.887094	0.105944	0.958682	0.659737	0.236515	0.938451	0.780656	0.768993	0.220475	0.38873	0.492643	0.991294	0.599407	0.830692	0.946997	0.258927	0.269125	0.0189974	0.918158	
0.392886	0.252231	0.989663	0.956186	0.240912	0.764667	0.416343	0.63141	0.77728	0.572554	0.414758	0.382615	0.572907	0.736833	0.499569	0.282955	0.261332	0.431624	0.511741	0.164726	
0.599988	0.177495	0.396367	0.61451	0.451938	0.451491	0.450174	0.873354	0.75132	0.87465	0.16329	0.193332	0.543408	0.740282	0.252939	0.180999	0.697992	0.659989	0.527773	0.0446406	
0.0379322	0.969146	0.24517	0.817787	0.215786	0.876755	0.361061	0.617003	0.758988	0.435083	0.246331	0.843416	0.513844	0.122876	0.464474	0.39973	0.575339	0.501597	0.818289	0.488871	
